gene_id	gene_name	chr	tss	gene_expr_log2_mean
ENSG00000265432.1	MIR4308	chr14	55344861	0.000000
ENSG00000182557.3	SPNS3	chr17	4336982	0.084064
ENSG00000232873.1	AC046143.6	chr3	194284680	0.000000
ENSG00000118137.5	APOA1	chr11	116708252	0.000000
ENSG00000142657.16	PGD	chr1	10458648	4.759156
ENSG00000225284.1	AC018693.6	chr2	39088861	0.000000
ENSG00000248302.2	Z95704.4	chr4	49800	0.000000
ENSG00000264796.1	MIR5009	chr15	90427212	0.000000
ENSG00000235215.2	RP11-145M4.2	chr1	59543738	0.000000
ENSG00000261197.1	RP11-598D12.2	chr16	33817728	0.000000
ENSG00000157766.11	ACAN	chr15	89346673	0.000000
ENSG00000252540.1	RNU6-919P	chr20	48411347	0.000000
ENSG00000231388.1	RP11-702C7.2	chrX	26515052	0.000000
ENSG00000269084.1	AC009977.1	chrY	21738044	0.000000
ENSG00000225701.1	EIF4A1P13	chr7	88078282	0.000000
ENSG00000221059.1	RNU6ATAC6P	chr3	87959369	0.000000
ENSG00000199580.1	Y_RNA	chr15	75275667	0.000000
ENSG00000236581.4	STARD13-AS	chr13	33845515	0.000000
ENSG00000172650.8	AGAP5	chr10	75442477	0.028569
ENSG00000236340.1	AC000099.1	chr7	126855180	0.000000
ENSG00000251902.1	RNU6-51P	chr13	21573556	0.000000
ENSG00000147138.1	GPR174	chrX	78426468	0.028569
ENSG00000203462.2	RP11-814E24.1	chr7	56390496	0.000000
ENSG00000206531.6	CD200R1L	chr3	112564740	0.000000
ENSG00000233299.1	HIGD1AP4	chr2	224263214	0.000000
ENSG00000202417.1	Y_RNA	chr5	132281033	0.000000
ENSG00000224129.1	DPPA2P2	chr1	26846691	0.000000
ENSG00000207830.1	D86994.1	chr22	23040390	0.000000
ENSG00000270168.1	LA16c-380H5.4	chr16	3051300	0.000000
ENSG00000235156.3	TMEM30C	chr3	99904530	0.000000
ENSG00000256125.1	RP5-944M2.4	chr12	126943288	0.000000
ENSG00000221297.1	AL590708.1	chr9	131020018	0.000000
ENSG00000233472.1	RP11-218D6.4	chr10	28288716	0.000000
ENSG00000233724.1	RP11-252C24.2	chr10	67008500	0.000000
ENSG00000159905.10	ZNF221	chr19	44455374	2.169925
ENSG00000234568.3	BIN2P1	chr4	83196223	0.000000
ENSG00000226747.2	AC007966.1	chr2	186603398	0.000000
ENSG00000240613.2	RN7SL98P	chr9	15526029	0.000000
ENSG00000263350.1	RP11-13N13.2	chr18	19210098	0.000000
ENSG00000151631.7	AKR1C6P	chr10	4934117	0.000000
ENSG00000199809.1	RNA5SP374	chr12	119267485	0.000000
ENSG00000199092.2	MIR410	chr14	101532248	0.000000
ENSG00000264635.1	RP11-769O8.3	chr18	739612	0.000000
ENSG00000167552.9	TUBA1A	chr12	49580597	4.744161
ENSG00000243417.1	RP11-555K12.1	chr4	153473466	0.028569
ENSG00000232863.1	RP11-327I22.1	chr9	43065381	0.000000
ENSG00000119541.5	VPS4B	chr18	61064307	5.423578
ENSG00000263425.1	AC131011.1	chrX	23774288	0.000000
ENSG00000051180.12	RAD51	chr15	40986971	4.671293
ENSG00000240621.1	OR2AO1P	chr7	143873832	0.000000
ENSG00000196927.4	AC009093.1	chr16	29259549	0.000000
ENSG00000173627.6	APOBEC4	chr1	183622398	0.056584
ENSG00000233752.1	AC009414.1	chr2	36526923	0.000000
ENSG00000196472.3	RP13-644M16.4	chr4	70047377	0.000000
ENSG00000250321.1	RP11-478C6.4	chr4	336701	0.000000
ENSG00000172534.9	HCFC1	chrX	153219522	0.263034
ENSG00000271482.1	CTB-152G17.4	chr7	104845046	0.000000
ENSG00000270380.1	RP11-470L19.5	chr1	110999926	0.000000
ENSG00000229926.1	RP11-424E7.3	chr9	141031546	0.000000
ENSG00000231423.1	RAB9AP5	chrY	26102715	0.000000
ENSG00000241553.8	ARPC4	chr3	9834178	3.601697
ENSG00000235635.1	AC016644.1	chr5	56237133	0.000000
ENSG00000166197.12	NOLC1	chr10	103911932	5.018812
ENSG00000273402.1	RP5-855D21.2	chr8	187044	0.028569
ENSG00000254213.2	RP11-434I12.5	chr8	74190231	0.000000
ENSG00000231181.1	RP13-15M17.1	chr1	9636484	0.000000
ENSG00000224441.1	AC068831.3	chr15	91478234	0.028569
ENSG00000120664.6	SPG20OS	chr13	36920567	0.056584
ENSG00000022267.12	FHL1	chrX	135229558	0.000000
ENSG00000248795.1	RP11-173E2.1	chr4	139481857	0.000000
ENSG00000213872.3	AC092798.2	chr3	25790978	0.000000
ENSG00000256139.2	RP11-968O1.5	chr12	109549022	0.000000
ENSG00000198791.7	CNOT7	chr8	17092319	3.217231
ENSG00000265597.1	AL590764.1	chrX	70361034	0.000000
ENSG00000169627.7	BOLA2B	chr16	30204795	0.000000
ENSG00000270605.1	RP5-1092A3.4	chr1	28567914	0.000000
ENSG00000105146.8	AURKC	chr19	57742376	0.084064
ENSG00000230229.1	RP11-90J7.4	chr10	80112353	0.000000
ENSG00000232772.1	MTND4P22	chr2	143855526	0.000000
ENSG00000201394.1	RNA5SP140	chr3	133428961	0.000000
ENSG00000270615.1	RP11-379C1.1	chr1	70073934	0.000000
ENSG00000256988.1	RP11-234B24.4	chr12	4917757	0.000000
ENSG00000204442.2	FAM155A	chr13	108519033	0.000000
ENSG00000157985.13	AGAP1	chr2	236402732	0.000000
ENSG00000106628.6	POLD2	chr7	44155113	0.925999
ENSG00000188580.9	NKAIN2	chr6	124125285	0.000000
ENSG00000181031.11	RPH3AL	chr17	65674	0.214125
ENSG00000253238.1	RP11-941H19.3	chr8	81178388	0.000000
ENSG00000099246.12	RAB18	chr10	27793196	5.577731
ENSG00000196408.7	NOXO1	chr16	2029595	0.000000
ENSG00000248640.1	HNRNPA1P56	chr4	78909917	0.000000
ENSG00000264289.1	RP11-268I9.4	chr18	19494571	0.000000
ENSG00000207513.1	RNU1-3	chr1	16993393	0.000000
ENSG00000252461.1	SNORA43	chr16	28892878	0.000000
ENSG00000170374.4	SP7	chr12	53729488	0.000000
ENSG00000187556.6	NANOS3	chr19	13972876	0.028569
ENSG00000260971.3	RP11-504A18.1	chr1	56724193	0.000000
ENSG00000147536.7	GINS4	chr8	41386724	6.556429
ENSG00000101349.12	PAK7	chr20	9819429	0.000000
ENSG00000233016.2	SNHG7	chr9	139620636	1.992768
ENSG00000221125.1	U3	chr19	50452734	0.000000
ENSG00000101938.10	CHRDL1	chrX	110038943	0.111031
ENSG00000100304.12	TTLL12	chr22	43566230	0.378512
ENSG00000211853.1	TRAJ36	chr14	22974095	0.000000
ENSG00000130816.10	DNMT1	chr19	10246143	2.201634
ENSG00000258830.1	RP11-123K3.4	chr12	57690217	0.028569
ENSG00000104177.13	MYEF2	chr15	48441460	2.111031
ENSG00000095564.9	BTAF1	chr10	93683525	5.105175
ENSG00000239605.4	C2orf61	chr2	47335874	0.000000
ENSG00000211861.1	TRAJ28	chr14	22984600	0.422233
ENSG00000206073.6	SERPINB4	chr18	61310766	0.000000
ENSG00000253897.1	CTB-23I7.1	chr5	150810863	0.000000
ENSG00000253966.1	CTC-455F18.3	chr5	170323932	0.000000
ENSG00000239726.2	RN7SL688P	chr11	118801919	0.000000
ENSG00000103512.10	NOMO1	chr16	14927537	0.000000
ENSG00000248858.3	RP11-100L22.2	chr8	93770731	0.000000
ENSG00000169575.4	VPREB1	chr22	22599086	0.000000
ENSG00000221139.1	SNORD23	chr18	19030667	0.000000
ENSG00000018189.8	RUFY3	chr4	71569920	0.000000
ENSG00000267882.1	AL031666.2	chr20	45947245	0.000000
ENSG00000188029.4	CTSL3P	chr9	90387367	0.000000
ENSG00000143119.8	CD53	chr1	111415774	7.529509
ENSG00000223859.1	AC007403.3	chr2	67267677	0.000000
ENSG00000273217.1	CTC-432M15.3	chr5	131132626	0.189034
ENSG00000226801.2	OSTCP8	chr9	33968466	0.000000
ENSG00000231839.1	AC073055.2	chr7	145280289	0.000000
ENSG00000200029.1	RNU6-642P	chr2	219780959	0.000000
ENSG00000170748.5	RBMXL2	chr11	7110164	0.000000
ENSG00000168267.5	PTF1A	chr10	23481255	0.000000
ENSG00000254609.1	RP11-719K4.3	chr16	14827154	0.000000
ENSG00000223134.1	AL122015.1	chr11	33376010	0.000000
ENSG00000232077.1	LINC01031	chr1	193273874	0.000000
ENSG00000252995.1	RNU6-667P	chr15	80109742	0.000000
ENSG00000167136.6	ENDOG	chr9	131580752	2.021480
ENSG00000259125.1	RP11-545N8.3	chr12	57541262	0.000000
ENSG00000238482.1	RNU6-1208P	chr1	25104420	0.000000
ENSG00000227952.2	RPL18AP17	chr13	73034417	0.000000
ENSG00000251243.1	AC005178.1	chr5	133056575	0.000000
ENSG00000176787.2	OR52E2	chr11	5080807	0.000000
ENSG00000269051.1	CTD-2245F17.3	chr19	53700363	0.000000
ENSG00000200591.1	Y_RNA	chr1	33105551	0.000000
ENSG00000265115.1	RP11-31I22.2	chr17	31954045	0.000000
ENSG00000235552.4	RPL6P27	chr18	6462959	0.000000
ENSG00000251837.1	Y_RNA	chr1	93493013	0.000000
ENSG00000258454.1	RP11-361H10.3	chr14	76702159	0.000000
ENSG00000259560.1	RP11-648K4.2	chr15	88247033	0.028569
ENSG00000174374.9	WBSCR16	chr7	74480491	5.099295
ENSG00000259372.1	CTD-2240J17.1	chr15	81702857	0.000000
ENSG00000254873.1	RP11-770J1.5	chr11	118271974	0.028569
ENSG00000239586.1	MTND1P16	chr3	106619914	0.000000
ENSG00000160188.5	RSPH1	chr21	43916246	0.084064
ENSG00000258740.1	RP11-293M10.1	chr14	75735936	0.000000
ENSG00000256222.1	MTRNR2L3	chr20	55934828	0.000000
ENSG00000152977.5	ZIC1	chr3	147111208	0.000000
ENSG00000266354.1	MIR4776-2	chr2	213790980	0.000000
ENSG00000125611.11	CHCHD5	chr2	113341816	1.464668
ENSG00000203262.3	RP5-961K14.2	chrX	95326727	0.056584
ENSG00000251342.1	CTC-235G5.2	chr5	75374490	0.000000
ENSG00000207728.1	MIR449B	chr5	54466520	0.000000
ENSG00000173638.14	SLC19A1	chr21	46923985	1.565597
ENSG00000251515.1	CCDC11P1	chr5	39572691	0.000000
ENSG00000140455.12	USP3	chr15	63796792	4.095924
ENSG00000172673.6	THEMIS	chr6	128222053	0.084064
ENSG00000263405.1	PA2G4P3	chr18	25033571	0.000000
ENSG00000225476.1	AC013437.6	chr2	143857452	0.000000
ENSG00000141504.7	SAT2	chr17	7530407	2.111031
ENSG00000255411.1	RP11-98J9.1	chr11	13806936	0.000000
ENSG00000254966.1	RP11-1081L13.4	chr11	18728083	0.000000
ENSG00000250708.1	RP11-161D15.1	chr4	174818402	0.000000
ENSG00000270790.1	CTC-360J11.6	chr19	57663178	0.000000
ENSG00000102053.11	ZC3H12B	chrX	64708614	0.000000
ENSG00000267122.1	AC004490.1	chr19	2215514	0.000000
ENSG00000150867.9	PIP4K2A	chr10	22828514	1.286881
ENSG00000182854.5	OR4F15	chr15	102358365	0.000000
ENSG00000173715.11	C11orf80	chr11	66511921	0.526069
ENSG00000250026.1	RP11-646E20.6	chr4	69051821	0.000000
ENSG00000232419.1	TTTY19	chrY	8572512	0.000000
ENSG00000174255.5	ZNF80	chr3	113956375	0.000000
ENSG00000150627.11	WDR17	chr4	176986984	0.056584
ENSG00000198874.8	TYW1	chr7	66460159	1.678072
ENSG00000239014.1	SNORD108	chr15	25232071	0.000000
ENSG00000173163.6	COMMD1	chr2	62115858	3.695994
ENSG00000258577.1	SNRPGP1	chr14	51038808	0.000000
ENSG00000082512.10	TRAF5	chr1	211499956	2.718088
ENSG00000229313.1	RP3-425P12.5	chr6	25042066	0.000000
ENSG00000251253.1	MTHFD2P4	chr4	163243339	0.000000
ENSG00000205433.4	SNRPGP6	chr10	118168767	0.000000
ENSG00000232120.1	RP11-349P19.1	chr6	65087687	0.000000
ENSG00000257913.1	RP11-386G11.5	chr12	49392149	0.000000
ENSG00000226112.1	FCF1P4	chrX	110412448	0.000000
ENSG00000074660.11	SCARF1	chr17	1543801	0.000000
ENSG00000144749.9	LRIG1	chr3	66454784	0.310340
ENSG00000254326.1	IGHV7-27	chr14	106774453	0.000000
ENSG00000164332.6	UBLCP1	chr5	158690088	0.028569
ENSG00000003509.11	NDUFAF7	chr2	37458773	4.250962
ENSG00000242207.1	HOXB-AS4	chr17	46706036	0.000000
ENSG00000146776.10	ATXN7L1	chr7	105264663	0.545968
ENSG00000266957.1	RP11-49K24.4	chr18	44617601	0.000000
ENSG00000147206.12	NXF3	chrX	102334605	0.748461
ENSG00000235582.2	RP11-448G4.2	chr1	197704765	0.000000
ENSG00000115226.5	FNDC4	chr2	27717629	0.000000
ENSG00000242580.1	IGKV1D-43	chr2	90248738	0.000000
ENSG00000237198.2	FAM27E1	chr9	46386981	0.000000
ENSG00000239742.2	RN7SL672P	chr20	49174485	0.000000
ENSG00000089486.12	CDIP1	chr16	4564100	4.270529
ENSG00000141551.10	CSNK1D	chr17	80202939	5.535431
ENSG00000216192.1	MIR920	chr12	24365354	0.000000
ENSG00000259541.1	RP11-778O17.4	chr11	120136591	0.000000
ENSG00000251655.2	PRB1	chr12	11508470	0.000000
ENSG00000226194.1	RP1-137D17.1	chr6	169788430	0.000000
ENSG00000178750.2	STX19	chr3	93747404	0.000000
ENSG00000237998.3	RP11-432J9.5	chr10	72626078	0.000000
ENSG00000126246.5	IGFLR1	chr19	36231400	5.926474
ENSG00000171169.8	NAIF1	chr9	130825971	0.111031
ENSG00000181513.10	ACBD4	chr17	43209966	2.097611
ENSG00000169849.8	TSPY14P	chrY	23630043	0.000000
ENSG00000212114.1	AC093267.1	chr5	122112172	0.000000
ENSG00000133318.9	RTN3	chr11	63448917	4.993674
ENSG00000166106.2	ADAMTS15	chr11	130318868	0.000000
ENSG00000231362.1	RP11-715I4.1	chr3	13094572	0.000000
ENSG00000238402.1	snoU13	chr9	75142151	0.056584
ENSG00000250389.1	MTND6P2	chr5	8619166	0.000000
ENSG00000260793.2	RP5-882C2.2	chr17	42298768	0.000000
ENSG00000260844.2	RP11-578F21.9	chr15	29009247	0.000000
ENSG00000165259.9	HDX	chrX	83724534	0.000000
ENSG00000237886.1	RP11-611D20.2	chr9	139440663	0.111031
ENSG00000189401.2	OTUD6A	chrX	69282340	0.000000
ENSG00000136247.10	ZDHHC4	chr7	6617064	2.903038
ENSG00000124787.9	RPP40	chr6	5003842	1.992768
ENSG00000207579.1	MIR662	chr16	820182	0.000000
ENSG00000252139.1	SCARNA18	chr18	47340730	0.000000
ENSG00000244009.1	RP11-227J5.3	chr3	160170385	0.000000
ENSG00000251049.2	RP11-685F15.1	chr4	58471988	0.000000
ENSG00000268465.1	CTC-273B12.7	chr19	48969093	0.000000
ENSG00000166342.14	NETO1	chr18	70416248	0.000000
ENSG00000262118.1	RP11-433P17.3	chr16	3419196	0.000000
ENSG00000185019.12	UBOX5	chr20	3140472	2.286881
ENSG00000129083.8	COPB1	chr11	14479382	3.780310
ENSG00000176595.3	KBTBD11	chr8	1922043	0.000000
ENSG00000243171.1	RP11-273P3.1	chr8	106300543	0.000000
ENSG00000198369.5	SPRED2	chr2	65561857	0.565597
ENSG00000264714.1	RP11-21G15.1	chr18	10724616	0.000000
ENSG00000113790.6	EHHADH	chr3	184953200	0.333424
ENSG00000160336.10	ZNF761	chr19	53935226	4.119356
ENSG00000248673.1	CTC-419K13.1	chr5	73832751	0.000000
ENSG00000182319.5	SGK223	chr8	8239207	0.111031
ENSG00000231249.1	ITPR1-AS1	chr3	4534797	0.028569
ENSG00000236848.2	RP11-401L13.5	chr7	102792722	0.000000
ENSG00000254034.1	RP11-662B19.2	chr8	28655658	0.000000
ENSG00000241991.1	RP11-95I19.2	chr5	61857993	0.000000
ENSG00000225259.3	ST13P6	chr8	134420248	0.000000
ENSG00000271894.1	RP11-482H16.1	chr2	56374764	0.000000
ENSG00000253096.1	Y_RNA	chr14	104192112	0.000000
ENSG00000021300.9	PLEKHB1	chr11	73357222	1.731183
ENSG00000252790.1	SNORD112	chr1	184647067	0.000000
ENSG00000215030.4	RPL13P12	chr17	17287276	0.000000
ENSG00000232130.1	RP11-143P4.2	chr3	192894603	0.000000
ENSG00000214526.3	AP000343.1	chr22	23665064	0.000000
ENSG00000236435.1	TSPY12P	chrY	7557539	0.000000
ENSG00000268735.1	AL139080.1	chr13	24322242	0.000000
ENSG00000232809.1	VDAC1P10	chr1	215549826	0.000000
ENSG00000234644.2	RP11-360J12.1	chr9	78339441	0.000000
ENSG00000238583.1	snoU13	chr15	45783835	0.000000
ENSG00000271973.1	RP11-572O6.1	chr3	48709887	0.000000
ENSG00000165178.8	NCF1C	chr7	74587718	0.000000
ENSG00000238950.1	RNU7-173P	chr20	46455738	0.000000
ENSG00000212126.3	TAS2R50	chr12	11139461	0.000000
ENSG00000206602.1	SNORD58A	chr18	47017667	0.028569
ENSG00000267046.1	RP11-1094M14.9	chr17	33817027	0.000000
ENSG00000235887.2	RP11-763B22.6	chr1	148852392	0.000000
ENSG00000145685.9	LHFPL2	chr5	77787079	0.956057
ENSG00000233909.1	UBE2V1P4	chr9	132553474	0.000000
ENSG00000255378.1	AC084121.16	chr8	7638885	0.000000
ENSG00000188452.9	CERKL	chr2	182514413	0.000000
ENSG00000178193.5	RP4-682C21.5	chr1	76189646	0.000000
ENSG00000223768.1	LINC00205	chr21	46713199	0.000000
ENSG00000271298.1	RP5-1012F16.2	chr20	11819002	0.000000
ENSG00000179456.9	ZBTB18	chr1	244214584	0.111031
ENSG00000248542.2	RP11-432M8.16	chr5	17649154	0.000000
ENSG00000236398.2	TAS2R39	chr7	142880511	0.000000
ENSG00000237061.1	RP11-956J14.1	chr8	73998064	0.000000
ENSG00000226164.2	FGFR3P6	chr1	247282970	0.000000
ENSG00000238221.1	RP11-69L16.4	chr6	7276263	0.000000
ENSG00000247810.2	RP11-103J17.1	chr4	37080198	0.000000
ENSG00000130517.9	PGPEP1	chr19	18451396	3.440952
ENSG00000252339.1	RNU6-1061P	chr16	71597381	0.000000
ENSG00000258755.3	DUX4L7	chr4	190992086	0.000000
ENSG00000224627.1	RPL37P10	chr2	83822079	0.000000
ENSG00000251144.1	CTD-2532K18.2	chr5	174247029	0.000000
ENSG00000225123.2	RP11-255A11.4	chr9	33574536	0.000000
ENSG00000146414.11	SHPRH	chr6	146214440	1.613532
ENSG00000181097.5	RP11-429J17.2	chr8	144778323	0.000000
ENSG00000258749.1	RP11-688G15.3	chr14	99978837	0.000000
ENSG00000267253.1	RP11-209M4.1	chr17	41797754	0.000000
ENSG00000241481.2	AC159540.2	chr2	98086677	0.000000
ENSG00000207443.1	RNU6-417P	chr7	62471897	0.000000
ENSG00000154269.10	ENPP3	chr6	131949581	0.000000
ENSG00000104140.6	RHOV	chr15	41166437	1.632268
ENSG00000109084.9	TMEM97	chr17	26646120	2.232661
ENSG00000100345.16	MYH9	chr22	36682017	3.687061
ENSG00000182162.5	P2RY8	chrX	1613196	0.310340
ENSG00000236296.3	GUSBP5	chr4	144480624	0.000000
ENSG00000237308.1	AC009237.5	chr2	96162229	0.000000
ENSG00000257769.1	CTB-193M12.1	chr16	15702330	0.000000
ENSG00000224637.1	AC019129.2	chr2	44393404	0.000000
ENSG00000152455.11	SUV39H2	chr10	14920818	0.000000
ENSG00000254328.1	CTC-308K20.4	chr5	172413682	0.000000
ENSG00000257634.1	RP11-850F7.7	chr12	55076756	0.000000
ENSG00000159348.8	CYB5R1	chr1	202932637	3.039138
ENSG00000252463.1	RNU6-852P	chr14	63944491	0.000000
ENSG00000228061.1	Z83001.1	chr11	31789323	0.000000
ENSG00000170222.11	ADPRM	chr17	10600910	1.070389
ENSG00000152763.12	WDR78	chr1	67327936	0.443607
ENSG00000234838.3	RP11-5P22.1	chr5	65867884	0.000000
ENSG00000151773.8	CCDC122	chr13	44448993	0.000000
ENSG00000205506.5	AC004878.6	chr7	74936532	0.000000
ENSG00000065609.10	SNAP91	chr6	84290175	0.163499
ENSG00000236915.1	RP4-651E10.4	chr1	87158845	0.000000
ENSG00000246225.2	RP11-17A1.3	chr11	22850925	1.678072
ENSG00000139116.13	KIF21A	chr12	39706578	0.214125
ENSG00000102466.11	FGF14	chr13	102527594	0.000000
ENSG00000124209.3	RAB22A	chr20	56884751	3.211012
ENSG00000163521.11	GLB1L	chr2	220104912	1.084064
ENSG00000236909.1	OR2P1P	chr6	29040326	0.000000
ENSG00000158161.11	EYA3	chr1	28337547	5.707635
ENSG00000227282.1	RP11-164D18.2	chr20	58090245	0.000000
ENSG00000241082.2	RN7SL259P	chr11	62703656	0.000000
ENSG00000188334.3	BSPH1	chr19	48495377	0.000000
ENSG00000256674.1	RP11-172C16.4	chr11	114453974	0.000000
ENSG00000172867.3	KRT2	chr12	53044406	0.000000
ENSG00000121578.8	B4GALT4	chr3	118948850	1.613532
ENSG00000256894.1	RP11-283G6.3	chr12	26278967	0.056584
ENSG00000253119.1	HNRNPA3P7	chr5	153717962	0.000000
ENSG00000261000.1	RP11-534L20.5	chr1	206677280	0.000000
ENSG00000244313.2	RP11-425L10.1	chr11	46450559	0.000000
ENSG00000070413.14	DGCR2	chr22	19044516	1.650765
ENSG00000236191.3	RPS15AP25	chr8	69438091	0.000000
ENSG00000252299.1	U3	chr9	90989183	0.000000
ENSG00000134216.14	CHIA	chr1	111833483	0.000000
ENSG00000224467.1	AC009313.1	chr2	162016685	0.000000
ENSG00000130856.11	ZNF236	chr18	74534562	0.084064
ENSG00000221386.1	AC002979.1	chr12	111740603	0.000000
ENSG00000138162.13	TACC2	chr10	123748688	0.000000
ENSG00000264500.1	MIR3124	chr1	249120575	0.000000
ENSG00000260343.1	LINC01043	chr13	112967780	0.000000
ENSG00000226174.2	TEX22	chr14	105864915	0.056584
ENSG00000214222.2	TUBBP2	chr13	41959269	0.000000
ENSG00000180879.9	SSR4	chrX	153058970	5.828835
ENSG00000164880.11	INTS1	chr7	1511347	0.111031
ENSG00000057608.12	GDI2	chr10	5811302	2.565597
ENSG00000264302.1	MIR4723	chr17	26687676	0.000000
ENSG00000165841.5	CYP2C19	chr10	96447910	0.000000
ENSG00000105672.10	ETV2	chr19	36132646	0.028569
ENSG00000147606.4	SLC26A7	chr8	92221721	0.000000
ENSG00000257103.4	LSM14A	chr19	34663408	3.166715
ENSG00000040341.13	STAU2	chr8	74370972	5.861459
ENSG00000257642.1	RP11-474B16.1	chr12	105720745	1.536053
ENSG00000213440.2	H2AFZP1	chr21	45466872	0.028569
ENSG00000186480.8	INSIG1	chr7	155089485	4.426265
ENSG00000239194.1	RNU1-123P	chr16	67424703	0.000000
ENSG00000065615.9	CYB5R4	chr6	84569361	6.727104
ENSG00000230825.1	AC005532.5	chr7	7294784	0.000000
ENSG00000104783.7	KCNN4	chr19	44273114	3.650765
ENSG00000222701.1	Y_RNA	chr16	30482907	0.000000
ENSG00000165125.13	TRPV6	chr7	142574147	0.000000
ENSG00000239528.1	CTB-118N6.1	chr5	115898257	0.000000
ENSG00000207265.1	Y_RNA	chr19	52762390	0.000000
ENSG00000255837.1	TAS2R20	chr12	11150424	0.000000
ENSG00000169194.5	IL13	chr5	131991954	0.000000
ENSG00000246350.1	RP5-1186N24.3	chr6	28555154	0.189034
ENSG00000260975.1	RP11-142G1.3	chr16	52261818	0.000000
ENSG00000228162.1	AC097713.3	chr2	235346971	0.000000
ENSG00000252106.1	Y_RNA	chr6	52844003	0.000000
ENSG00000229440.1	RP5-1033K19.2	chr1	68847290	0.000000
ENSG00000187735.8	TCEA1	chr8	54934439	5.684258
ENSG00000183111.7	ARHGEF37	chr5	148931509	0.000000
ENSG00000268352.1	AC007228.5	chr19	57183635	0.000000
ENSG00000255229.1	RP11-304M2.3	chr11	129278	0.000000
ENSG00000198646.9	NCOA6	chr20	33302393	0.659925
ENSG00000213046.4	EEF1A1P32	chr1	197657889	0.000000
ENSG00000237862.1	RP1-63G5.7	chr22	37750829	0.000000
ENSG00000272211.1	RP11-347P5.1	chr2	197015986	0.000000
ENSG00000184795.9	UNC93B5	chr11	67483426	0.000000
ENSG00000263754.1	CR786580.2	chr9	68512345	0.000000
ENSG00000139767.4	SRRM4	chr12	119419299	0.000000
ENSG00000248884.1	CTC-537E7.3	chr5	67730258	0.028569
ENSG00000115353.6	TACR1	chr2	75347842	0.028569
ENSG00000249052.1	RP11-354O24.1	chr4	92809036	0.000000
ENSG00000230046.1	BIRC6-AS1	chr2	32604617	0.000000
ENSG00000100053.5	CRYBB3	chr22	25595816	0.000000
ENSG00000265982.1	RP11-927P21.4	chr17	62775005	0.000000
ENSG00000181767.1	OR8H2	chr11	55872518	0.000000
ENSG00000226570.2	RP11-505O17.1	chr1	182925233	0.000000
ENSG00000239188.1	snoU13	chrX	141961799	0.000000
ENSG00000229648.1	AC016753.7	chr2	85718853	0.000000
ENSG00000228154.3	RP11-302F12.2	chr4	25624398	0.000000
ENSG00000272841.1	RP3-428L16.2	chr6	161413324	0.000000
ENSG00000202206.1	RNU6-169P	chr2	196378759	0.000000
ENSG00000236896.1	RP11-535C21.3	chr9	100749888	0.000000
ENSG00000213672.3	NCKIPSD	chr3	48716504	2.863938
ENSG00000228049.5	POLR2J2	chr7	102311998	0.000000
ENSG00000238984.1	snoU13	chr7	137860930	0.000000
ENSG00000255605.1	RP11-644L4.1	chr11	95431249	0.000000
ENSG00000251239.1	CTB-22K21.2	chr17	48709251	0.000000
ENSG00000166411.9	IDH3A	chr15	78423839	7.442943
ENSG00000196305.13	IARS	chr9	95005460	6.921246
ENSG00000135517.6	MIP	chr12	56848376	0.028569
ENSG00000267197.1	CTC-429L19.3	chr19	10601626	0.000000
ENSG00000215480.3	OR7E37P	chr13	42016905	0.000000
ENSG00000182333.10	LIPF	chr10	90424197	0.000000
ENSG00000236874.1	RP1-66N13.1	chr20	47013588	0.000000
ENSG00000221683.1	AC104837.1	chr1	79152744	0.000000
ENSG00000157600.7	TMEM164	chrX	109245858	1.695994
ENSG00000233579.1	KRT8P15	chr2	203706454	0.000000
ENSG00000228675.1	AC006482.1	chr7	17719172	0.000000
ENSG00000229147.1	SMPD4P2	chr13	19745284	0.000000
ENSG00000243759.1	ST13P15	chr3	143237021	0.000000
ENSG00000249061.1	RP11-72L22.1	chr5	86263137	0.000000
ENSG00000261382.1	RP11-461L18.1	chr5	153281018	0.000000
ENSG00000152670.14	DDX4	chr5	55033844	0.000000
ENSG00000213478.2	CFL1P2	chr1	51624093	0.000000
ENSG00000134389.8	CFHR5	chr1	196946666	0.000000
ENSG00000119328.7	FAM206A	chr9	111696460	0.485427
ENSG00000222297.1	RNU6-1156P	chr11	125444614	0.000000
ENSG00000088876.7	ZNF343	chr20	2473626	0.985500
ENSG00000160803.7	UBQLN4	chr1	156012279	0.485427
ENSG00000172766.14	NAA16	chr13	41885340	1.443607
ENSG00000170577.7	SIX2	chr2	45236519	0.000000
ENSG00000187060.5	RP11-187C18.3	chr9	45562978	0.000000
ENSG00000236935.1	AP003774.1	chr11	64096926	0.000000
ENSG00000248931.1	RP11-72K17.2	chr5	97014335	0.000000
ENSG00000139194.3	RBP5	chr12	7281107	0.000000
ENSG00000223581.1	RP11-393K12.2	chr10	7139113	0.000000
ENSG00000199161.1	MIR126	chr9	139565053	0.000000
ENSG00000130643.4	CALY	chr10	135139629	0.084064
ENSG00000170852.6	KBTBD2	chr7	32919055	0.163499
ENSG00000232626.3	RP11-175B9.2	chr1	202407523	0.000000
ENSG00000183431.7	SF3A3	chr1	38426315	3.358959
ENSG00000241241.1	KRTAP4-16P	chr17	39258411	0.000000
ENSG00000224975.1	INE1	chrX	47064319	0.028569
ENSG00000231923.1	AC024082.3	chr7	137731399	0.000000
ENSG00000234731.2	AC007163.11	chr2	202418818	0.000000
ENSG00000243167.1	RPS10P28	chr19	43174156	0.000000
